"filename", "language", "XML", "Ignore", "JSON with Comments", "TypeScript", "HTML", "pip requirements", "Markdown", "JSON", "JavaScript", "YAML", "CSS", "SCSS", "vue", "Python", "comment", "blank", "total"
"c:\Users\robot\Documents\GitHub\bakalauras\ml\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\robot\Documents\GitHub\bakalauras\ml\main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 34, 185
"c:\Users\robot\Documents\GitHub\bakalauras\ml\models\Decoder.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 2, 20
"c:\Users\robot\Documents\GitHub\bakalauras\ml\models\Encoder.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 1, 13, 76
"c:\Users\robot\Documents\GitHub\bakalauras\ml\models\Unet.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 13, 62
"c:\Users\robot\Documents\GitHub\bakalauras\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 127
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\ai\Trainer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 582, 0, 165, 747
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\ai\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\ai\models\Decoder.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 2, 20
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\ai\models\Encoder.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 1, 13, 76
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\ai\models\Unet.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 13, 62
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\auth\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\auth\models\auth_models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\auth\serializers\auth_serializers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 12, 47
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\auth\views\auth_views.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 34, 162
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\authentication.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 4, 34
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\prediction\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\prediction\models\prediction_models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 3, 21
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\prediction\serializers\prediction_result_serializer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 3, 19
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\prediction\services\prediction_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 51, 203
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\prediction\views\prediction_view.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 27, 135
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\urls.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 3, 21
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\user\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\user\models\user_models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 10, 42
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\user\serializers\user_serializers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 10
"c:\Users\robot\Documents\GitHub\bakalauras\server\api\user\views\user_views.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 4, 22
"c:\Users\robot\Documents\GitHub\bakalauras\server\bakis\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\robot\Documents\GitHub\bakalauras\server\bakis\asgi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 7, 17
"c:\Users\robot\Documents\GitHub\bakalauras\server\bakis\settings.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 21, 47, 287
"c:\Users\robot\Documents\GitHub\bakalauras\server\bakis\urls.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 3, 26
"c:\Users\robot\Documents\GitHub\bakalauras\server\bakis\wsgi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 7, 17
"c:\Users\robot\Documents\GitHub\bakalauras\server\docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 2, 17
"c:\Users\robot\Documents\GitHub\bakalauras\server\manage.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 5, 23
"Total", "-", 64, 2, 65, 1592, 47, 126, 51, 12134, 239, 5617, 67, 3111, 6645, 3050, 862, 3988, 37660
